Percentile,Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
25,8.08,3.90,7.78,4.70,100.00,0
50,8.38,4.04,8.07,4.81,100.00,0
75,8.69,4.20,8.36,4.87,100.00,0
Time (sec),Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
0.00,9.15,4.41,8.52,4.83,100.00,0
0.01,8.32,4.63,8.41,4.87,100.00,0
0.02,9.04,4.05,8.82,4.79,100.00,0
0.03,8.23,3.99,7.91,4.79,100.00,0
0.03,8.30,3.97,7.85,4.82,100.00,0
0.04,8.18,4.40,8.05,4.89,100.00,0
0.05,8.34,4.11,8.00,4.91,100.00,0
0.06,8.78,4.13,8.43,4.90,100.00,0
0.07,8.47,4.14,8.34,4.47,100.00,0
0.08,8.78,4.08,8.61,4.46,100.00,0
0.09,8.19,3.87,7.77,4.42,100.00,0
0.09,7.75,3.88,7.46,4.47,100.00,0
0.10,7.42,3.81,7.18,4.43,100.00,0
0.11,7.87,3.66,7.60,4.36,100.00,0
0.12,7.52,3.70,7.15,4.44,100.00,0
0.12,7.16,3.76,6.95,4.53,100.00,0
0.13,7.74,3.77,7.26,4.54,100.00,0
0.14,7.94,3.94,7.77,4.96,100.00,0
0.15,8.53,3.95,8.00,4.94,100.00,0
0.16,8.61,4.21,8.40,4.74,100.00,0
0.16,8.26,4.40,7.88,4.85,100.00,0
0.17,8.36,4.87,8.08,4.84,100.00,0
0.18,9.27,4.61,8.81,4.53,100.00,0
0.19,9.61,4.58,9.46,4.84,100.00,0
0.20,8.36,4.46,8.08,5.35,100.00,0
0.21,8.59,4.49,8.15,4.73,100.00,0
0.22,8.32,4.73,8.23,4.67,100.00,0
0.23,9.00,4.21,8.33,4.75,100.00,0
0.23,8.35,4.67,8.07,4.52,100.00,0
0.24,8.92,4.85,8.90,6.14,100.00,0
0.25,8.52,4.63,8.21,4.77,100.00,0
0.26,8.22,4.34,7.65,4.59,100.00,0
0.27,7.49,4.63,7.53,4.64,100.00,0
0.28,7.50,4.36,7.28,4.61,100.00,0
0.28,7.96,4.00,7.60,4.60,100.00,0
0.29,7.81,4.38,7.59,4.66,100.00,0
0.30,7.82,4.14,7.45,4.70,100.00,0
0.31,8.35,4.43,7.94,4.78,100.00,0
0.32,7.53,4.27,7.20,4.82,100.00,0
0.32,8.25,4.98,7.84,4.74,100.00,0
0.33,8.46,4.49,8.34,4.75,100.00,0
0.34,7.71,4.63,7.52,5.01,100.00,0
0.35,7.86,4.40,7.59,4.72,100.00,0
0.35,7.97,4.16,7.70,4.97,100.00,0
0.36,7.71,4.05,7.50,4.94,100.00,0
0.37,8.95,3.89,7.94,4.82,100.00,0
0.38,7.97,4.07,7.65,4.99,100.00,0
0.39,7.88,3.79,7.53,4.89,100.00,0
0.40,8.78,4.01,8.34,4.60,100.00,0
0.40,7.98,4.32,7.95,4.70,100.00,0
0.41,8.69,3.83,7.25,4.85,100.00,0
0.42,7.91,4.91,7.93,4.78,100.00,0
0.43,7.47,4.47,7.77,4.95,100.00,0
0.44,7.86,3.74,7.46,4.75,100.00,0
0.44,8.08,3.95,7.69,4.90,100.00,0
0.45,8.33,3.88,8.54,4.94,100.00,0
0.46,9.08,3.74,8.73,4.89,100.00,0
0.47,8.91,4.02,8.63,4.68,100.00,0
0.48,8.46,3.90,8.12,4.87,100.00,0
0.49,8.88,3.93,8.70,4.79,100.00,0
0.50,8.61,4.96,8.14,4.79,100.00,0
0.50,8.24,4.06,8.03,4.63,100.00,0
0.51,8.07,4.20,7.83,4.77,100.00,0
0.52,9.40,4.00,9.12,4.63,100.00,0
0.53,8.64,3.92,8.43,5.28,100.00,0
0.54,8.15,4.15,7.67,4.75,100.00,0
0.55,8.08,4.17,7.70,4.63,100.00,0
0.55,7.59,3.62,7.22,4.77,100.00,0
0.56,8.10,4.73,7.48,4.85,100.00,0
0.57,8.25,4.19,8.37,4.64,100.00,0
0.58,8.68,4.30,8.50,4.88,100.00,0
0.59,8.27,4.05,8.05,4.87,100.00,0
0.60,8.64,4.08,8.29,4.80,100.00,0
0.60,8.59,4.14,8.40,4.88,100.00,0
0.61,8.42,4.06,8.15,4.78,100.00,0
0.62,8.69,4.03,8.36,4.91,100.00,0
