Percentile,Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
25,377.41,204.74,377.39,374.70,100.00,0
50,379.85,210.02,379.02,376.37,100.00,0
75,382.48,215.39,380.89,378.05,100.00,0
Time (sec),Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
0.00,384.09,203.05,382.96,368.93,100.00,0
0.38,375.36,200.79,375.56,383.16,100.00,0
0.76,374.64,193.25,373.65,371.39,100.00,0
1.13,378.02,202.47,377.36,374.26,100.00,0
1.51,376.97,195.84,376.00,371.69,100.00,0
1.89,378.41,198.20,375.85,373.63,100.00,0
2.27,375.95,201.69,372.46,370.06,100.00,0
2.64,378.87,209.94,376.36,373.95,100.00,0
3.02,376.50,209.11,374.42,371.06,100.00,0
3.40,375.76,206.60,375.68,372.09,100.00,0
3.77,375.29,225.26,375.66,372.90,100.00,0
4.15,374.34,204.74,376.23,374.40,100.00,0
4.52,376.15,250.52,376.83,374.32,100.00,0
4.90,373.75,220.30,376.81,375.36,100.00,0
5.27,387.67,199.35,386.38,382.59,100.00,0
5.66,386.34,199.31,382.34,376.90,100.00,0
6.05,373.53,200.44,373.67,374.46,100.00,0
6.42,433.05,210.03,376.71,373.04,100.00,0
6.85,321.78,240.14,375.11,371.01,100.00,0
7.18,380.56,207.74,376.57,376.77,100.00,0
7.56,376.62,226.24,378.60,374.63,100.00,0
7.93,381.57,229.08,381.79,376.32,100.00,0
8.32,376.33,205.92,375.08,375.50,100.00,0
8.69,373.78,206.56,374.38,372.66,100.00,0
9.07,381.09,218.70,378.49,374.69,100.00,0
9.45,378.96,212.64,379.40,377.74,100.00,0
9.83,382.27,226.11,380.75,375.88,100.00,0
10.21,391.98,215.30,391.92,391.59,100.00,0
10.60,375.62,213.76,376.02,372.18,100.00,0
10.98,376.97,211.40,376.75,375.71,100.00,0
11.35,376.79,209.17,377.44,373.55,100.00,0
11.73,382.78,211.33,381.02,377.21,100.00,0
12.11,380.19,202.35,377.95,376.69,100.00,0
12.49,375.16,212.47,376.60,374.69,100.00,0
