Percentile,Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
25,815.56,547.51,815.05,810.70,100.00,0
50,822.28,558.47,821.61,817.22,100.00,0
75,827.73,568.94,827.32,823.53,100.00,0
Time (sec),Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
0.00,822.80,586.09,822.27,0.00,100.00,0
0.82,820.17,575.56,818.99,821.61,100.00,0
1.64,822.26,581.55,822.05,816.57,100.00,0
2.47,861.88,557.70,819.76,815.75,100.00,0
3.33,786.92,577.30,828.16,820.69,100.00,0
4.11,828.02,551.10,827.68,823.85,100.00,0
4.94,823.29,538.37,822.63,821.56,100.00,0
5.77,828.19,554.41,827.64,827.85,100.00,0
6.59,829.46,542.78,828.43,817.46,100.00,0
7.42,820.89,553.49,820.35,816.43,100.00,0
8.24,825.53,559.42,825.49,821.42,100.00,0
9.07,823.46,571.43,822.85,825.68,100.00,0
9.89,824.63,548.35,823.78,815.50,100.00,0
10.72,833.57,515.72,832.97,831.56,100.00,0
11.55,821.99,575.56,821.06,815.27,100.00,0
12.37,829.41,551.80,828.91,822.46,100.00,0
13.20,827.15,557.50,822.65,827.33,100.00,0
14.03,825.97,570.27,829.51,820.65,100.00,0
14.86,827.86,552.82,827.32,819.91,100.00,0
15.68,846.41,554.66,846.14,846.01,100.00,0
16.53,833.73,563.54,833.30,825.69,100.00,0
17.36,820.92,539.46,820.03,822.02,100.00,0
18.18,831.24,550.70,830.93,816.67,100.00,0
19.02,825.21,543.86,824.46,823.30,100.00,0
19.84,828.43,545.33,827.82,829.37,100.00,0
20.67,848.41,508.88,847.43,839.22,100.00,0
21.52,827.38,566.57,826.68,827.96,100.00,0
22.35,831.99,562.59,831.59,822.26,100.00,0
23.18,829.12,551.33,828.60,820.34,100.00,0
24.01,824.76,622.50,821.34,824.51,100.00,0
24.83,856.04,471.04,857.79,823.01,100.00,0
25.69,838.90,571.61,838.21,867.72,100.00,0
26.53,830.65,575.43,830.51,826.80,100.00,0
27.36,830.11,572.11,829.46,816.75,100.00,0
28.19,823.39,572.43,822.76,827.27,100.00,0
29.01,834.98,573.29,834.46,824.98,100.00,0
29.85,825.88,550.08,825.01,828.85,100.00,0
30.67,832.77,564.50,832.05,822.14,100.00,0
31.50,827.39,537.55,826.70,826.19,100.00,0
32.33,826.95,559.73,826.47,826.05,100.00,0
33.16,841.59,543.41,840.62,827.25,100.00,0
