Percentile,Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
25,31.34,18.60,22.77,29.18,100.00,0
50,32.29,19.21,31.54,29.60,100.00,0
75,32.94,19.85,32.59,30.00,100.00,0
Time (sec),Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
0.00,33.82,19.46,31.96,30.24,100.00,0
0.03,40.29,19.66,34.53,27.49,100.00,0
0.07,32.86,21.29,39.58,29.83,100.00,0
0.11,31.66,22.35,34.41,28.97,100.00,0
0.14,34.14,22.70,29.56,30.26,100.00,0
0.17,35.39,20.82,33.08,30.78,100.00,0
0.21,34.64,22.15,33.22,30.63,100.00,0
0.24,32.26,19.89,36.20,28.57,100.00,0
0.28,34.02,20.69,31.82,30.34,100.00,0
0.31,34.49,23.63,34.30,31.13,100.00,0
0.34,32.63,19.25,33.40,29.22,100.00,0
0.38,34.85,22.19,32.45,31.35,100.00,0
0.41,65.54,18.34,79.59,30.23,100.00,0
0.48,20.47,19.17,20.06,27.24,100.00,0
0.50,20.12,18.34,19.19,30.69,100.00,0
0.52,29.38,18.82,19.63,29.46,100.00,0
0.55,35.67,19.37,28.32,30.93,100.00,0
0.58,33.83,21.87,35.28,30.63,100.00,0
0.62,34.17,20.56,31.60,30.38,100.00,0
0.65,32.55,21.97,34.12,29.28,100.00,0
0.68,33.24,20.22,31.63,30.30,100.00,0
0.72,31.12,20.35,33.92,27.90,100.00,0
0.75,61.30,18.40,71.81,29.45,100.00,0
0.81,20.17,19.51,20.28,28.58,100.00,0
0.83,20.43,19.33,19.66,29.21,100.00,0
0.85,29.34,17.20,19.56,30.61,100.00,0
0.88,34.98,20.99,27.90,30.75,100.00,0
0.91,33.79,20.50,33.98,30.41,100.00,0
0.95,32.58,18.97,34.10,28.98,100.00,0
0.98,33.03,20.43,30.72,30.24,100.00,0
1.01,32.11,18.83,33.72,28.73,100.00,0
1.04,34.37,20.22,30.84,30.75,100.00,0
1.08,34.82,20.57,32.72,31.28,100.00,0
1.11,32.09,19.28,35.53,28.75,100.00,0
1.15,33.38,19.64,31.98,30.31,100.00,0
1.18,33.83,20.69,31.73,30.34,100.00,0
1.21,44.80,18.86,35.23,42.11,100.00,0
1.26,32.07,20.84,42.68,28.83,100.00,0
1.29,31.02,18.48,32.51,28.39,100.00,0
1.32,33.82,20.13,30.23,30.45,100.00,0
1.36,34.70,19.29,33.18,30.80,100.00,0
1.39,33.64,20.01,33.61,30.40,100.00,0
1.42,60.90,17.83,74.12,28.57,100.00,0
1.48,20.38,19.54,19.82,29.53,100.00,0
1.50,43.96,17.27,43.80,30.74,100.00,0
1.55,22.17,21.79,20.99,28.80,100.00,0
1.57,19.62,18.18,19.86,31.27,100.00,0
1.59,33.56,18.05,19.32,30.90,100.00,0
1.62,32.01,19.32,32.92,28.93,100.00,0
1.66,33.76,19.79,31.09,30.80,100.00,0
1.69,34.63,20.48,32.47,30.86,100.00,0
1.72,31.23,21.12,35.73,28.67,100.00,0
1.76,34.90,21.42,29.24,30.92,100.00,0
1.79,58.75,18.60,74.04,28.70,100.00,0
1.85,20.95,20.22,20.74,27.96,100.00,0
1.87,40.92,17.71,40.25,28.70,100.00,0
1.91,19.47,18.82,18.85,28.53,100.00,0
1.93,19.24,19.18,18.85,29.33,100.00,0
1.95,30.35,19.85,18.66,29.02,100.00,0
1.98,32.15,18.04,29.58,29.00,100.00,0
2.01,31.44,19.76,31.72,28.40,100.00,0
2.04,31.20,19.61,30.82,28.38,100.00,0
2.07,30.97,20.05,31.38,28.38,100.00,0
2.11,31.73,19.23,30.55,28.80,100.00,0
2.14,31.97,18.60,30.64,29.18,100.00,0
2.17,31.84,20.05,31.23,29.05,100.00,0
2.20,32.60,19.47,31.18,29.08,100.00,0
2.23,33.46,19.86,32.12,29.06,100.00,0
2.27,31.76,20.80,33.30,29.07,100.00,0
2.30,31.70,18.98,31.16,28.82,100.00,0
2.33,31.85,19.74,31.17,29.28,100.00,0
2.36,31.57,21.36,31.16,28.69,100.00,0
2.39,31.71,18.95,31.64,28.95,100.00,0
2.43,31.35,20.22,30.58,28.40,100.00,0
2.46,31.41,18.85,30.63,28.63,100.00,0
2.49,31.42,18.88,31.10,28.69,100.00,0
2.52,32.03,19.41,31.41,28.81,100.00,0
2.55,32.66,19.43,30.66,28.53,100.00,0
2.59,31.17,19.73,33.62,28.81,100.00,0
2.62,31.42,19.28,29.73,28.71,100.00,0
2.65,31.94,19.32,31.17,29.13,100.00,0
2.68,31.40,19.15,31.37,28.09,100.00,0
2.71,31.47,21.55,30.72,28.86,100.00,0
2.74,32.05,20.16,30.56,29.11,100.00,0
2.77,36.10,20.10,31.69,29.00,100.00,0
2.81,30.78,19.14,35.94,27.68,100.00,0
2.84,31.62,19.28,31.83,28.86,100.00,0
2.87,32.39,19.15,30.67,29.33,100.00,0
2.91,32.61,20.07,33.75,29.34,100.00,0
2.94,60.29,17.88,70.42,28.71,100.00,0
3.00,20.93,18.86,20.86,27.76,100.00,0
3.02,20.44,18.39,19.61,29.92,100.00,0
3.04,27.20,19.06,18.62,30.01,100.00,0
3.07,32.07,20.48,26.31,29.28,100.00,0
3.10,32.10,19.84,31.89,29.09,100.00,0
3.13,58.87,18.27,71.06,28.40,100.00,0
3.19,21.23,21.01,20.07,27.33,100.00,0
3.21,19.01,18.37,18.78,28.85,100.00,0
3.23,55.58,17.13,55.69,29.33,100.00,0
3.29,19.99,19.45,19.80,28.27,100.00,0
3.31,19.02,17.67,18.42,29.81,100.00,0
3.32,30.55,18.77,18.73,30.21,100.00,0
3.36,32.36,19.24,28.97,29.65,100.00,0
3.39,32.31,20.51,31.92,28.99,100.00,0
3.42,32.07,19.43,33.26,28.95,100.00,0
3.45,31.92,17.86,30.57,28.88,100.00,0
3.48,31.68,20.65,31.29,28.99,100.00,0
3.52,58.86,18.84,70.89,28.79,100.00,0
3.57,20.34,19.27,19.47,28.03,100.00,0
3.59,20.80,17.92,19.63,29.42,100.00,0
3.62,28.28,17.22,19.93,29.66,100.00,0
3.64,31.98,18.31,26.46,29.18,100.00,0
3.68,31.44,21.17,32.06,28.69,100.00,0
3.71,32.11,19.81,30.64,29.12,100.00,0
3.74,32.23,18.90,31.94,29.25,100.00,0
3.77,60.18,17.56,71.64,28.23,100.00,0
3.83,20.10,21.04,19.39,28.23,100.00,0
3.85,19.32,17.68,19.39,29.67,100.00,0
3.87,28.22,18.02,18.57,30.06,100.00,0
3.90,32.53,19.34,28.00,29.56,100.00,0
3.93,33.25,20.57,32.24,29.53,100.00,0
3.97,31.91,19.32,33.25,28.87,100.00,0
4.00,31.27,20.33,30.96,28.54,100.00,0
4.03,31.49,18.95,30.73,28.60,100.00,0
4.06,57.85,18.66,69.84,28.11,100.00,0
4.12,19.13,19.08,19.12,27.11,100.00,0
4.14,20.25,17.94,19.70,29.02,100.00,0
4.16,27.77,17.60,18.62,29.69,100.00,0
4.18,31.73,18.80,26.10,29.14,100.00,0
4.22,58.75,18.49,71.34,28.25,100.00,0
4.28,20.63,20.65,18.92,28.09,100.00,0
4.30,18.30,17.85,19.69,29.81,100.00,0
4.31,58.08,17.79,56.94,28.95,100.00,0
4.37,20.17,19.53,19.26,28.33,100.00,0
4.39,18.65,18.00,18.40,30.05,100.00,0
4.41,30.59,19.31,19.84,30.14,100.00,0
4.44,32.60,18.83,29.25,29.59,100.00,0
4.47,31.75,19.09,31.15,28.92,100.00,0
4.51,32.34,20.69,31.38,29.11,100.00,0
4.54,32.49,18.86,31.87,29.22,100.00,0
4.57,31.26,18.89,33.01,28.77,100.00,0
4.60,32.37,19.52,29.38,29.39,100.00,0
4.63,33.48,19.05,32.65,29.56,100.00,0
4.67,32.18,18.95,32.45,29.41,100.00,0
4.70,31.79,19.55,31.74,29.00,100.00,0
4.73,32.01,19.51,30.63,29.33,100.00,0
