Percentile,Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
25,7.99,4.52,7.70,4.75,100.00,0
50,8.28,4.69,7.97,4.87,100.00,0
75,8.59,4.87,8.25,4.93,100.00,0
Time (sec),Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
0.00,8.45,5.96,8.37,4.87,100.00,0
0.01,9.00,5.67,8.54,4.92,100.00,0
0.02,8.18,5.78,8.13,6.22,100.00,0
0.03,8.65,5.18,8.05,4.58,100.00,0
0.03,7.97,5.63,8.36,4.64,100.00,0
0.04,9.14,5.09,7.95,4.89,100.00,0
0.05,7.87,5.49,7.93,4.87,100.00,0
0.06,7.65,5.01,7.56,4.98,100.00,0
0.07,7.86,4.61,7.59,4.76,100.00,0
0.07,7.32,4.79,6.88,5.00,100.00,0
0.08,15.27,4.87,7.39,4.62,100.00,0
0.10,9.12,12.75,7.39,4.49,100.00,0
0.11,4.16,8.74,7.73,4.49,100.00,0
0.11,5.38,3.83,7.17,5.40,100.00,0
0.12,7.61,3.77,7.42,4.58,100.00,0
0.12,7.62,4.07,7.22,4.53,100.00,0
0.13,7.27,4.09,6.92,4.60,100.00,0
0.14,7.44,3.90,7.09,4.52,100.00,0
0.15,7.09,3.90,6.85,5.05,100.00,0
0.15,8.54,3.89,8.31,4.88,100.00,0
0.16,8.25,3.94,7.77,4.81,100.00,0
0.17,8.21,4.08,7.93,5.01,100.00,0
0.18,8.89,4.21,8.52,4.94,100.00,0
0.19,7.59,4.36,7.44,4.71,100.00,0
0.19,8.50,4.32,8.26,4.77,100.00,0
0.20,7.90,3.92,7.54,4.93,100.00,0
0.21,8.37,4.06,7.85,4.98,100.00,0
0.22,8.55,4.34,8.14,4.65,100.00,0
0.23,8.49,4.50,8.22,4.94,100.00,0
0.24,8.68,4.44,8.44,4.87,100.00,0
0.25,9.27,4.46,9.14,4.80,100.00,0
0.25,8.67,4.37,8.37,4.93,100.00,0
0.26,8.17,4.23,7.80,4.82,100.00,0
0.27,8.78,4.06,8.24,4.77,100.00,0
0.28,8.57,4.55,8.62,4.68,100.00,0
0.29,8.37,3.94,7.85,4.91,100.00,0
0.30,8.33,4.30,7.78,4.87,100.00,0
0.31,8.62,4.53,8.50,4.78,100.00,0
0.31,9.12,4.66,8.95,4.85,100.00,0
0.32,8.94,4.40,8.45,4.81,100.00,0
0.33,9.02,4.53,8.82,4.82,100.00,0
0.34,8.98,4.16,8.84,4.40,100.00,0
0.35,9.03,4.51,8.75,4.81,100.00,0
0.36,8.80,4.06,8.56,5.44,100.00,0
0.37,8.38,4.17,7.97,4.85,100.00,0
0.38,8.11,4.21,7.86,4.82,100.00,0
0.38,9.00,4.09,8.61,4.93,100.00,0
0.39,8.70,4.36,8.48,4.85,100.00,0
0.40,8.13,4.22,7.72,4.79,100.00,0
0.41,8.82,4.09,8.21,4.89,100.00,0
0.42,8.25,4.15,8.07,4.90,100.00,0
0.43,8.10,4.11,7.71,4.82,100.00,0
0.44,7.67,4.32,7.36,4.92,100.00,0
0.44,8.32,4.35,7.88,4.70,100.00,0
0.45,8.45,4.36,8.35,4.76,100.00,0
0.46,8.43,4.34,8.10,4.97,100.00,0
0.47,7.74,4.57,7.67,4.91,100.00,0
0.48,8.85,4.46,8.16,4.83,100.00,0
0.48,8.49,4.32,8.10,4.96,100.00,0
0.49,8.13,4.59,7.69,4.90,100.00,0
0.50,8.51,4.80,8.05,4.66,100.00,0
0.51,7.74,5.08,7.82,4.93,100.00,0
0.52,8.60,4.63,8.09,4.89,100.00,0
0.53,8.30,4.79,8.14,4.70,100.00,0
0.53,8.82,4.59,8.59,4.68,100.00,0
0.54,8.33,4.64,8.10,4.82,100.00,0
0.55,8.24,4.60,7.97,4.78,100.00,0
0.56,7.61,4.39,7.32,4.79,100.00,0
0.57,9.11,4.64,8.80,4.65,100.00,0
0.58,8.43,4.87,8.11,4.85,100.00,0
0.58,7.91,4.44,7.75,4.89,100.00,0
0.59,8.66,4.36,8.06,4.86,100.00,0
0.60,8.18,5.00,8.19,4.86,100.00,0
0.61,8.46,4.15,8.04,4.90,100.00,0
0.62,7.83,4.80,7.73,4.64,100.00,0
0.63,8.88,4.42,8.67,4.83,100.00,0
0.63,8.09,4.60,7.73,4.66,100.00,0
0.64,8.44,4.62,7.92,4.66,100.00,0
0.65,8.22,4.97,7.87,4.60,100.00,0
0.66,7.80,4.95,7.81,4.58,100.00,0
0.67,7.73,5.01,7.52,4.63,100.00,0
0.68,8.23,4.45,7.77,4.79,100.00,0
0.68,8.74,4.66,7.94,4.95,100.00,0
0.69,7.24,4.65,7.15,5.03,100.00,0
0.70,8.17,4.66,7.66,4.92,100.00,0
0.71,7.77,4.65,7.74,4.83,100.00,0
0.72,8.07,4.59,7.56,4.95,100.00,0
0.72,8.32,4.81,8.26,4.75,100.00,0
0.73,8.71,4.32,8.39,4.75,100.00,0
0.74,8.42,4.90,8.02,5.49,100.00,0
0.75,8.35,4.80,8.25,4.90,100.00,0
0.76,9.13,4.43,8.79,4.89,100.00,0
0.77,8.03,4.58,7.81,4.94,100.00,0
0.77,7.55,4.83,7.26,4.72,100.00,0
0.78,8.34,4.53,8.11,4.78,100.00,0
0.79,8.21,4.12,7.75,4.95,100.00,0
