Percentile,Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
25,226.16,16.33,222.31,221.87,100.00,0
50,228.28,16.96,227.18,223.33,100.00,0
75,237.29,17.61,235.21,226.84,100.00,0
Time (sec),Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
0.00,424.16,14.32,712.80,291.90,100.00,0
0.42,167.25,13.87,29.52,288.13,100.00,0
0.59,421.89,12.98,558.70,289.51,100.00,0
1.01,228.09,18.72,227.01,234.97,100.00,0
1.24,113.19,12.92,28.20,222.70,100.00,0
1.35,245.05,14.96,224.02,220.75,100.00,0
1.60,211.65,34.65,224.02,221.85,100.00,0
1.81,218.53,20.00,228.76,220.15,100.00,0
2.03,226.68,14.80,222.31,220.96,100.00,0
2.26,233.79,14.73,225.19,226.34,100.00,0
2.49,248.30,19.46,228.69,228.33,100.00,0
2.74,213.67,33.16,245.83,220.71,100.00,0
2.95,225.01,19.74,211.96,222.16,100.00,0
3.18,228.23,17.77,225.88,222.69,100.00,0
3.41,229.01,19.71,227.47,223.39,100.00,0
3.63,228.12,18.52,227.19,222.68,100.00,0
3.86,354.68,17.09,566.74,226.15,100.00,0
4.22,121.23,16.68,29.01,233.83,100.00,0
4.34,234.42,19.05,113.73,231.55,100.00,0
4.57,226.64,17.92,232.13,222.90,100.00,0
4.80,228.90,16.19,225.54,221.05,100.00,0
5.03,226.55,16.57,226.19,221.28,100.00,0
5.26,344.65,17.72,550.21,220.21,100.00,0
5.60,114.57,17.31,29.44,224.79,100.00,0
5.71,228.84,22.87,94.81,224.50,100.00,0
5.94,228.60,18.51,230.59,224.29,100.00,0
6.17,346.92,16.59,553.58,224.48,100.00,0
6.52,113.68,17.07,28.51,222.28,100.00,0
6.63,228.03,18.70,102.24,223.69,100.00,0
6.86,228.73,18.57,229.26,223.22,100.00,0
7.09,231.97,16.54,227.74,224.83,100.00,0
7.32,228.22,20.84,230.62,222.51,100.00,0
7.55,228.27,18.97,227.68,224.15,100.00,0
7.78,230.04,18.48,227.37,223.21,100.00,0
8.01,227.34,18.18,229.75,223.61,100.00,0
8.23,229.51,17.69,226.73,224.71,100.00,0
8.46,228.03,17.35,228.21,223.60,100.00,0
8.69,230.58,16.67,229.48,226.08,100.00,0
8.92,235.61,17.00,228.41,223.58,100.00,0
9.16,227.20,17.15,235.94,223.01,100.00,0
9.39,226.00,16.53,227.26,222.33,100.00,0
9.61,229.16,15.86,227.20,222.78,100.00,0
9.84,230.54,16.25,227.00,224.46,100.00,0
10.07,343.64,16.83,553.47,222.81,100.00,0
10.42,110.63,15.85,27.15,222.41,100.00,0
10.53,343.67,16.46,425.41,220.54,100.00,0
10.87,112.31,16.14,27.68,227.09,100.00,0
10.98,227.63,15.74,101.78,221.21,100.00,0
11.21,223.74,17.52,226.24,219.33,100.00,0
11.43,230.39,15.75,223.78,225.10,100.00,0
11.66,224.18,16.84,229.17,220.49,100.00,0
11.89,230.43,16.81,226.52,223.75,100.00,0
12.12,228.66,17.49,227.32,223.30,100.00,0
12.35,225.43,18.10,226.66,223.09,100.00,0
12.57,228.90,16.24,225.65,222.16,100.00,0
12.80,348.17,16.78,554.88,222.39,100.00,0
13.15,113.08,19.01,31.32,228.55,100.00,0
13.26,345.18,19.33,426.65,223.77,100.00,0
13.61,110.64,17.88,28.60,225.21,100.00,0
13.72,343.61,16.45,424.97,221.12,100.00,0
14.06,116.77,16.74,26.83,220.84,100.00,0
14.18,229.55,16.56,107.88,221.96,100.00,0
14.41,338.69,18.28,550.09,217.01,100.00,0
14.75,111.26,15.66,27.32,224.53,100.00,0
14.86,225.38,16.33,100.26,219.85,100.00,0
15.08,226.33,16.83,225.84,221.93,100.00,0
15.31,340.14,16.70,547.10,219.96,100.00,0
15.65,113.96,15.54,27.47,221.43,100.00,0
15.76,225.18,17.53,101.59,222.21,100.00,0
15.99,227.23,16.60,225.75,222.75,100.00,0
16.22,229.89,15.84,229.14,223.73,100.00,0
16.45,224.49,16.56,226.69,219.64,100.00,0
16.67,227.93,17.04,223.97,222.09,100.00,0
16.90,226.70,17.27,227.35,221.80,100.00,0
17.13,344.65,17.97,551.14,222.78,100.00,0
17.47,111.81,17.46,27.53,224.42,100.00,0
17.58,226.78,17.15,102.34,222.38,100.00,0
17.81,231.51,16.98,226.93,225.74,100.00,0
18.04,227.68,16.85,230.71,222.87,100.00,0
18.27,225.34,15.73,227.18,219.36,100.00,0
18.49,229.77,17.04,225.04,224.84,100.00,0
18.72,227.44,17.58,227.85,221.46,100.00,0
18.95,237.87,17.58,225.54,233.89,100.00,0
19.19,226.20,16.72,238.07,222.81,100.00,0
19.41,226.34,17.31,226.05,222.02,100.00,0
19.64,227.11,17.33,224.82,221.66,100.00,0
19.87,229.08,16.92,227.25,225.27,100.00,0
20.10,226.41,17.08,227.93,222.14,100.00,0
20.32,228.36,16.45,225.90,223.22,100.00,0
20.55,229.29,16.60,227.31,223.84,100.00,0
20.78,225.52,17.66,227.73,222.56,100.00,0
21.01,227.04,16.96,226.06,221.86,100.00,0
21.23,227.90,16.14,226.71,224.11,100.00,0
21.46,227.83,16.02,227.80,222.76,100.00,0
21.69,227.66,17.10,226.18,221.39,100.00,0
21.92,343.13,17.61,551.65,223.87,100.00,0
22.26,110.71,16.03,27.71,223.69,100.00,0
22.37,228.47,16.12,100.06,222.08,100.00,0
22.60,227.14,17.81,226.95,224.42,100.00,0
22.83,226.32,17.25,229.96,222.23,100.00,0
23.05,225.50,17.27,223.99,219.16,100.00,0
23.28,230.24,17.08,224.30,225.35,100.00,0
23.51,228.00,17.15,230.13,222.90,100.00,0
23.74,226.87,17.84,226.05,221.50,100.00,0
23.96,231.56,17.23,226.28,227.11,100.00,0
24.19,342.67,17.41,555.25,219.65,100.00,0
24.54,110.53,16.92,27.08,223.95,100.00,0
24.65,226.16,16.35,100.69,221.09,100.00,0
24.87,225.17,16.77,225.94,221.45,100.00,0
25.10,228.05,16.27,225.71,222.63,100.00,0
25.33,226.34,15.74,227.18,221.37,100.00,0
25.55,229.06,16.78,224.59,223.88,100.00,0
25.78,227.16,17.75,227.85,221.72,100.00,0
26.01,227.61,17.80,226.75,222.22,100.00,0
26.24,230.80,17.22,226.63,226.48,100.00,0
26.47,229.83,17.38,230.27,223.77,100.00,0
26.70,226.87,16.95,230.58,221.84,100.00,0
26.93,227.25,16.98,225.80,222.76,100.00,0
27.15,226.79,17.48,226.16,221.81,100.00,0
27.38,227.93,16.63,226.24,223.33,100.00,0
27.61,345.43,16.45,553.03,221.42,100.00,0
27.95,110.33,17.73,27.30,225.24,100.00,0
28.06,229.32,16.77,101.81,223.47,100.00,0
28.29,226.15,17.18,227.32,222.62,100.00,0
28.52,226.22,15.50,226.74,221.78,100.00,0
28.74,225.92,16.58,225.31,219.68,100.00,0
28.97,228.43,16.26,225.48,223.56,100.00,0
29.20,230.54,16.75,226.68,226.95,100.00,0
29.43,228.61,16.53,229.94,222.25,100.00,0
29.66,227.60,16.65,227.71,222.73,100.00,0
29.89,226.42,17.66,225.85,221.84,100.00,0
30.11,227.16,17.56,225.70,222.76,100.00,0
30.34,229.51,17.33,227.59,225.39,100.00,0
30.57,224.22,16.52,228.55,219.93,100.00,0
30.79,229.25,16.97,223.59,223.93,100.00,0
31.02,229.67,16.75,228.97,224.65,100.00,0
31.25,223.90,17.71,227.67,221.31,100.00,0
31.48,229.62,16.15,225.55,223.10,100.00,0
31.71,228.28,16.77,228.61,224.23,100.00,0
31.93,226.50,16.74,227.36,221.51,100.00,0
32.16,228.32,17.05,225.65,223.05,100.00,0
32.39,227.35,16.53,228.02,223.51,100.00,0
32.62,225.80,16.78,226.68,222.39,100.00,0
32.84,344.05,17.13,550.14,220.77,100.00,0
33.19,112.28,16.51,28.37,224.54,100.00,0
33.30,224.99,17.68,99.86,221.44,100.00,0
33.52,226.26,17.09,225.49,222.05,100.00,0
33.75,227.69,16.22,225.65,223.89,100.00,0
33.98,221.97,16.08,227.22,218.44,100.00,0
34.20,234.22,15.65,221.46,221.87,100.00,0
34.43,343.54,17.17,558.17,223.42,100.00,0
34.78,110.63,15.76,27.49,222.33,100.00,0
34.89,227.00,17.29,100.17,221.71,100.00,0
35.11,344.07,16.91,552.25,222.54,100.00,0
35.46,110.42,16.88,27.87,222.72,100.00,0
35.57,340.54,17.76,420.79,217.84,100.00,0
35.91,110.80,16.97,26.73,224.93,100.00,0
36.02,227.08,16.37,102.00,221.93,100.00,0
36.25,223.55,17.31,225.79,219.62,100.00,0
36.47,227.05,16.38,224.59,221.91,100.00,0
36.70,223.45,16.15,227.54,218.19,100.00,0
36.92,230.03,17.24,222.64,223.17,100.00,0
37.15,225.93,17.52,227.35,221.91,100.00,0
37.38,225.86,16.04,227.46,221.49,100.00,0
37.60,226.51,17.14,225.15,221.45,100.00,0
37.83,227.94,16.21,224.74,222.59,100.00,0
38.06,226.55,17.32,227.24,221.77,100.00,0
38.28,227.18,18.08,224.87,223.23,100.00,0
38.51,343.60,17.17,551.55,220.33,100.00,0
38.85,112.58,15.97,27.85,224.77,100.00,0
38.97,344.51,17.53,427.54,221.76,100.00,0
39.31,119.31,16.32,28.02,222.19,100.00,0
39.43,229.34,15.67,109.32,224.77,100.00,0
39.66,222.41,16.64,227.87,218.39,100.00,0
39.88,228.58,16.17,222.26,222.82,100.00,0
40.11,342.34,15.88,551.04,219.66,100.00,0
40.45,112.03,15.93,28.00,226.36,100.00,0
40.57,227.68,16.88,101.05,222.01,100.00,0
40.79,226.81,17.53,226.89,222.58,100.00,0
41.02,226.55,16.14,228.65,221.55,100.00,0
41.25,225.29,16.93,223.61,219.13,100.00,0
41.47,228.41,17.05,224.04,221.84,100.00,0
41.70,341.64,17.64,550.72,220.51,100.00,0
42.04,111.12,16.23,28.62,223.66,100.00,0
42.15,227.64,16.72,100.45,223.51,100.00,0
42.38,227.26,16.10,228.34,223.16,100.00,0
42.61,246.35,16.47,228.55,235.70,100.00,0
42.85,261.99,19.26,243.81,264.38,100.00,0
43.12,275.45,16.29,261.43,270.30,100.00,0
43.39,256.04,15.41,275.51,252.02,100.00,0
43.65,264.52,35.95,252.65,255.22,100.00,0
43.91,249.45,20.34,265.50,245.72,100.00,0
44.16,252.52,21.98,248.00,247.86,100.00,0
44.41,251.95,18.97,253.21,247.26,100.00,0
44.67,366.66,19.27,600.50,245.29,100.00,0
45.03,130.61,12.33,21.41,247.58,100.00,0
45.16,261.73,12.01,120.87,251.05,100.00,0
45.43,243.86,17.68,262.79,242.56,100.00,0
45.67,248.70,16.04,240.98,241.29,100.00,0
45.92,239.42,17.48,251.90,235.15,100.00,0
46.16,240.10,17.75,237.61,235.76,100.00,0
46.40,239.29,16.38,238.38,233.78,100.00,0
46.64,242.16,17.61,237.69,236.21,100.00,0
46.88,239.23,18.16,241.77,234.95,100.00,0
47.12,236.90,18.44,237.99,234.20,100.00,0
47.36,364.81,16.80,581.09,233.83,100.00,0
47.72,118.65,18.21,27.79,237.31,100.00,0
47.84,235.03,18.45,109.53,231.90,100.00,0
48.07,239.66,18.26,235.21,235.40,100.00,0
48.31,239.43,16.69,239.97,233.79,100.00,0
48.55,234.07,17.09,237.45,230.30,100.00,0
48.79,237.39,16.91,233.76,231.83,100.00,0
49.02,236.77,17.66,236.30,232.43,100.00,0
49.26,250.12,16.56,235.36,236.84,100.00,0
49.51,360.34,17.18,592.71,236.82,100.00,0
49.87,128.92,14.21,20.78,241.38,100.00,0
50.00,244.38,17.81,123.23,239.27,100.00,0
50.24,247.50,20.73,242.56,248.90,100.00,0
50.49,367.73,14.09,593.99,236.86,100.00,0
50.86,116.12,18.31,28.45,234.17,100.00,0
50.98,241.48,16.08,106.61,236.18,100.00,0
51.22,237.29,17.71,240.27,233.01,100.00,0
51.45,236.41,18.51,238.28,231.80,100.00,0
51.69,356.82,16.65,569.91,226.84,100.00,0
52.05,115.77,18.43,29.00,236.60,100.00,0
52.16,238.13,16.70,104.75,233.80,100.00,0
52.40,238.51,18.29,243.68,235.76,100.00,0
52.64,235.10,15.53,232.22,232.46,100.00,0
52.88,230.64,14.65,232.91,225.59,100.00,0
53.11,240.09,14.76,231.28,232.14,100.00,0
53.35,232.02,17.52,240.78,230.47,100.00,0
53.58,227.71,15.63,229.71,227.53,100.00,0
53.81,375.30,12.18,583.77,237.89,100.00,0
54.18,118.04,16.84,29.48,241.84,100.00,0
54.30,249.56,15.16,106.54,234.30,100.00,0
54.55,231.32,18.09,249.92,228.71,100.00,0
54.78,236.29,17.72,230.81,230.76,100.00,0
55.02,235.78,17.14,235.42,231.73,100.00,0
55.25,249.68,16.97,241.72,245.07,100.00,0
55.50,233.54,17.98,241.34,227.88,100.00,0
55.74,350.01,18.19,564.54,228.23,100.00,0
56.09,111.78,16.47,27.54,224.76,100.00,0
56.20,231.29,16.39,101.63,224.95,100.00,0
56.43,227.20,17.15,230.52,222.78,100.00,0
56.66,228.93,15.97,227.33,224.20,100.00,0
56.88,226.01,16.15,227.19,221.13,100.00,0
57.11,230.17,17.48,225.16,223.93,100.00,0
57.34,230.22,16.99,229.66,226.27,100.00,0
57.57,343.72,17.47,554.98,221.17,100.00,0
57.92,111.28,15.78,28.19,224.35,100.00,0
58.03,229.75,16.15,100.43,226.77,100.00,0
58.26,344.87,16.76,555.27,221.86,100.00,0
58.60,112.64,16.34,27.94,225.58,100.00,0
58.71,224.85,17.02,100.18,220.02,100.00,0
58.94,344.91,17.02,552.19,223.00,100.00,0
59.28,110.97,16.27,28.35,222.60,100.00,0
59.39,233.53,15.96,98.88,217.86,100.00,0
59.63,228.26,17.60,233.74,225.47,100.00,0
