Percentile,Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
25,860.93,46.32,860.62,856.29,100.00,0
50,867.03,48.27,866.11,861.80,100.00,0
75,872.58,50.70,872.79,867.83,100.00,0
Time (sec),Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
0.00,863.76,68.33,865.69,860.14,100.00,0
0.86,851.62,62.06,849.39,846.12,100.00,0
1.72,862.95,52.56,857.66,851.80,100.00,0
2.58,848.69,102.25,862.11,858.75,100.00,0
3.43,848.50,36.03,852.82,848.76,100.00,0
4.28,856.71,18.49,852.55,847.47,100.00,0
5.13,856.05,27.53,852.38,849.08,100.00,0
5.99,872.30,37.70,858.28,854.60,100.00,0
6.86,856.79,56.83,861.68,856.49,100.00,0
7.72,855.59,61.43,857.48,854.39,100.00,0
8.57,861.56,79.67,859.55,855.75,100.00,0
9.43,848.55,64.68,854.32,851.05,100.00,0
10.28,854.17,47.05,856.36,851.60,100.00,0
11.14,854.11,41.46,852.75,849.30,100.00,0
11.99,867.05,32.87,866.54,863.50,100.00,0
12.86,856.98,36.95,856.12,850.39,100.00,0
13.72,861.76,41.24,858.16,854.99,100.00,0
14.58,860.76,46.39,856.32,851.33,100.00,0
15.44,861.75,69.48,861.50,859.30,100.00,0
16.30,858.81,57.22,858.29,853.87,100.00,0
17.16,855.95,54.82,862.70,860.33,100.00,0
18.01,861.54,42.27,860.30,853.85,100.00,0
18.88,856.15,41.29,857.53,852.48,100.00,0
19.73,859.54,42.77,857.60,853.85,100.00,0
20.59,861.13,45.69,855.09,850.47,100.00,0
21.45,860.38,54.15,863.57,858.74,100.00,0
22.31,862.49,50.24,860.13,857.28,100.00,0
23.18,862.91,53.03,860.36,857.04,100.00,0
24.04,850.70,53.24,856.13,851.52,100.00,0
24.89,865.05,43.30,862.38,857.54,100.00,0
25.75,861.00,43.30,858.88,855.39,100.00,0
26.62,864.55,47.97,862.79,859.40,100.00,0
27.48,862.91,48.42,863.02,858.34,100.00,0
28.34,855.44,54.66,859.15,854.38,100.00,0
29.20,865.80,46.80,863.92,859.23,100.00,0
30.06,856.19,50.86,857.72,852.69,100.00,0
30.92,865.38,45.50,865.42,861.72,100.00,0
31.79,858.85,45.18,856.02,852.41,100.00,0
32.64,868.30,46.49,869.04,865.69,100.00,0
33.51,863.04,45.88,860.73,856.29,100.00,0
34.38,865.84,47.82,863.08,859.26,100.00,0
35.24,856.98,51.01,860.05,856.87,100.00,0
36.10,865.68,47.75,861.85,857.02,100.00,0
36.96,873.83,72.99,871.06,861.08,100.00,0
37.84,856.62,54.06,858.57,856.50,100.00,0
38.69,860.93,49.52,862.29,855.87,100.00,0
39.56,853.45,47.66,855.76,852.56,100.00,0
40.41,865.17,46.66,861.76,858.64,100.00,0
41.27,858.62,45.36,858.51,853.90,100.00,0
42.13,872.15,48.15,870.13,859.37,100.00,0
43.01,859.86,51.47,859.36,854.28,100.00,0
43.86,864.28,49.61,864.39,862.22,100.00,0
44.73,860.63,48.27,862.47,857.52,100.00,0
45.59,860.34,46.32,860.53,856.76,100.00,0
46.45,864.51,47.45,860.65,857.15,100.00,0
47.31,878.72,48.41,865.39,853.17,100.00,0
48.19,844.34,59.68,855.87,852.61,100.00,0
49.04,858.41,50.27,858.92,854.59,100.00,0
49.90,860.28,49.49,862.31,861.07,100.00,0
50.76,863.01,45.71,858.52,853.57,100.00,0
51.62,860.92,49.62,864.17,861.17,100.00,0
52.48,872.73,45.66,870.52,855.32,100.00,0
53.35,857.24,47.42,856.26,854.24,100.00,0
54.21,858.56,47.44,860.53,854.56,100.00,0
55.07,867.03,44.84,866.11,861.32,100.00,0
55.94,866.38,44.41,865.68,861.59,100.00,0
56.80,864.57,45.88,860.62,856.28,100.00,0
57.67,873.13,51.85,870.69,862.42,100.00,0
58.54,855.79,50.18,860.70,857.07,100.00,0
59.40,871.32,47.69,867.66,863.79,100.00,0
60.27,862.36,50.70,865.37,859.42,100.00,0
61.13,869.20,43.92,865.63,863.35,100.00,0
62.00,864.77,47.07,865.07,859.74,100.00,0
62.86,878.83,48.27,877.68,867.86,100.00,0
63.74,863.38,52.88,861.57,855.78,100.00,0
64.61,861.16,48.17,861.43,857.32,100.00,0
65.47,870.25,48.48,868.77,864.58,100.00,0
66.34,860.28,51.17,863.44,859.82,100.00,0
67.20,867.36,46.59,868.09,862.35,100.00,0
68.06,879.47,45.50,874.46,862.40,100.00,0
68.94,864.36,47.83,865.13,862.60,100.00,0
69.81,869.69,47.47,868.40,862.66,100.00,0
70.68,866.51,48.25,865.58,861.80,100.00,0
71.54,869.87,49.95,869.17,865.04,100.00,0
72.41,864.46,50.00,863.65,861.37,100.00,0
73.28,879.73,52.89,882.44,865.70,100.00,0
74.16,865.70,45.62,861.79,857.91,100.00,0
75.02,869.75,49.41,871.00,867.83,100.00,0
75.89,872.15,49.19,872.60,865.68,100.00,0
76.77,867.17,50.64,866.87,863.08,100.00,0
77.63,874.52,47.15,872.12,869.64,100.00,0
78.51,878.42,48.15,870.60,863.67,100.00,0
79.39,858.44,57.08,863.97,860.17,100.00,0
80.24,867.89,49.87,868.37,862.76,100.00,0
81.11,872.47,52.53,872.94,869.06,100.00,0
81.99,871.41,48.34,869.88,865.59,100.00,0
82.86,870.47,50.08,871.35,868.88,100.00,0
83.73,878.74,48.58,880.07,867.56,100.00,0
84.61,864.48,47.28,863.05,860.33,100.00,0
85.47,874.98,50.55,874.47,870.25,100.00,0
86.35,869.81,44.88,868.13,862.37,100.00,0
87.22,870.43,48.53,871.94,868.75,100.00,0
88.09,872.58,46.32,869.36,866.76,100.00,0
88.96,880.51,49.61,876.57,862.94,100.00,0
89.84,864.01,52.13,866.66,862.68,100.00,0
90.70,866.31,51.73,868.11,863.59,100.00,0
91.57,871.68,45.77,871.23,869.44,100.00,0
92.44,868.63,46.21,867.68,862.65,100.00,0
93.31,872.52,45.33,872.15,867.57,100.00,0
94.18,879.84,47.33,879.90,866.41,100.00,0
95.06,871.54,44.80,868.74,864.41,100.00,0
95.93,871.19,47.66,872.12,867.55,100.00,0
96.80,870.01,48.49,868.00,864.99,100.00,0
97.67,870.92,49.47,872.79,869.36,100.00,0
98.55,875.70,69.88,874.11,869.37,100.00,0
99.42,880.68,45.27,879.98,875.27,100.00,0
100.30,872.94,47.76,872.28,869.68,100.00,0
101.17,885.58,49.38,887.03,881.83,100.00,0
102.06,874.17,45.73,874.14,871.89,100.00,0
102.93,871.63,44.32,867.86,863.09,100.00,0
103.81,873.76,50.29,873.07,870.48,100.00,0
104.68,874.60,51.08,875.49,871.86,100.00,0
105.55,877.42,47.16,875.33,869.63,100.00,0
106.43,872.12,48.95,874.09,871.96,100.00,0
107.30,870.84,49.55,868.14,865.26,100.00,0
108.17,874.25,48.72,872.48,867.16,100.00,0
109.05,870.98,51.36,874.34,868.72,100.00,0
109.92,882.16,46.92,877.90,876.45,100.00,0
110.80,873.50,53.43,872.92,867.95,100.00,0
111.68,870.11,49.83,874.69,869.99,100.00,0
112.55,879.97,50.67,873.62,869.19,100.00,0
113.43,872.63,51.65,873.09,867.96,100.00,0
114.30,876.38,49.59,876.34,874.02,100.00,0
115.17,879.44,49.34,879.43,876.27,100.00,0
116.05,874.44,51.73,872.93,868.02,100.00,0
116.93,871.38,46.42,873.19,870.14,100.00,0
117.80,870.88,49.97,872.93,866.30,100.00,0
118.67,878.13,44.67,875.98,872.35,100.00,0
119.55,868.09,48.15,868.00,865.08,100.00,0
120.42,890.12,48.61,878.94,874.05,100.00,0
121.31,866.86,58.45,875.61,871.28,100.00,0
122.17,871.70,47.73,873.75,870.71,100.00,0
123.05,873.62,44.21,874.28,870.86,100.00,0
123.92,881.23,45.69,879.36,872.80,100.00,0
124.80,879.22,47.93,876.61,873.74,100.00,0
125.68,880.51,52.47,878.48,876.44,100.00,0
126.56,870.77,48.13,871.19,865.97,100.00,0
127.43,875.51,47.97,875.44,870.22,100.00,0
128.31,873.00,48.98,875.60,870.79,100.00,0
