Percentile,Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
25,24.53,6.15,23.85,21.77,100.00,0
50,25.67,6.50,24.98,22.04,100.00,0
75,26.66,6.82,25.93,22.37,100.00,0
Time (sec),Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
0.00,25.12,6.11,19.14,23.18,100.00,0
0.03,25.37,5.24,24.10,22.88,100.00,0
0.05,25.75,5.96,26.05,23.28,100.00,0
0.08,26.00,6.84,30.32,23.16,100.00,0
0.10,25.32,6.21,24.23,22.70,100.00,0
0.13,26.70,6.35,23.72,23.86,100.00,0
0.15,24.65,5.50,25.00,22.50,100.00,0
0.18,24.78,4.96,22.19,22.54,100.00,0
0.20,25.36,5.02,28.21,22.04,100.00,0
0.23,53.29,6.22,54.44,21.09,100.00,0
0.28,29.19,11.06,28.32,22.35,100.00,0
0.31,32.23,7.34,31.70,22.55,100.00,0
0.34,28.32,6.91,27.03,22.73,100.00,0
0.37,30.37,7.78,30.03,21.97,100.00,0
0.40,15.03,7.45,15.29,21.97,100.00,0
0.42,17.25,4.67,16.51,23.56,100.00,0
0.43,24.74,5.03,24.03,23.83,100.00,0
0.46,23.09,8.38,22.17,22.58,100.00,0
0.48,25.82,6.64,25.51,21.76,100.00,0
0.51,22.50,6.06,21.49,22.54,100.00,0
0.53,25.46,5.82,20.39,22.58,100.00,0
0.56,24.93,5.90,28.91,22.44,100.00,0
0.58,24.95,5.57,20.81,22.36,100.00,0
0.61,25.44,5.68,27.70,22.59,100.00,0
0.63,24.58,10.82,22.13,22.21,100.00,0
0.66,24.19,5.01,20.98,22.10,100.00,0
0.68,24.48,4.79,24.61,22.28,100.00,0
0.70,24.78,5.04,23.76,22.48,100.00,0
0.73,25.51,5.06,28.34,22.02,100.00,0
0.76,27.77,6.09,29.28,21.71,100.00,0
0.78,25.10,6.09,24.76,21.42,100.00,0
0.81,26.37,6.05,25.64,21.36,100.00,0
0.83,22.06,6.82,21.94,21.40,100.00,0
0.86,21.88,5.62,20.15,21.92,100.00,0
0.88,26.17,6.49,26.17,21.42,100.00,0
0.90,24.65,5.75,23.46,21.60,100.00,0
0.93,25.42,6.17,25.45,21.49,100.00,0
0.95,23.76,6.31,22.74,21.64,100.00,0
0.98,28.18,5.95,27.31,21.45,100.00,0
1.01,28.43,6.34,27.80,21.40,100.00,0
1.03,28.08,6.57,27.12,21.32,100.00,0
1.06,25.80,7.29,24.51,21.53,100.00,0
1.09,27.41,7.75,26.07,21.62,100.00,0
1.12,25.33,7.92,25.50,21.63,100.00,0
1.14,26.26,6.64,26.23,21.61,100.00,0
1.17,27.43,6.48,25.62,21.56,100.00,0
1.20,26.46,7.97,26.66,23.09,100.00,0
1.22,28.58,7.56,26.69,21.75,100.00,0
1.25,25.98,7.64,26.53,21.75,100.00,0
1.28,23.93,7.02,23.33,23.43,100.00,0
1.30,21.60,6.64,20.96,21.70,100.00,0
1.32,27.43,6.37,25.92,23.76,100.00,0
1.35,25.22,7.30,25.34,21.92,100.00,0
1.37,26.77,6.73,25.59,23.75,100.00,0
1.40,26.88,6.60,26.18,22.14,100.00,0
1.43,26.77,6.57,25.56,22.96,100.00,0
1.45,25.76,8.61,25.88,21.27,100.00,0
1.48,23.09,6.57,22.08,23.01,100.00,0
1.50,19.89,6.26,19.87,21.64,100.00,0
1.52,21.79,5.49,21.47,23.05,100.00,0
1.55,22.44,5.34,21.37,21.55,100.00,0
1.57,22.38,5.76,22.00,22.96,100.00,0
1.59,25.68,5.74,24.76,21.70,100.00,0
1.62,23.80,6.09,23.22,21.66,100.00,0
1.64,28.26,5.65,27.15,22.96,100.00,0
1.67,25.51,6.56,24.91,21.36,100.00,0
1.69,27.03,6.11,25.68,22.65,100.00,0
1.72,27.32,6.89,27.17,21.33,100.00,0
1.75,27.96,6.53,26.51,22.79,100.00,0
