Percentile,Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
25,853.44,143.66,852.98,847.92,100.00,0
50,856.17,145.85,855.57,851.68,100.00,0
75,875.16,149.08,874.65,869.73,100.00,0
Time (sec),Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
0.00,875.54,162.85,874.65,874.65,100.00,0
0.88,871.68,152.20,871.16,865.89,100.00,0
1.75,873.67,153.20,872.71,872.02,100.00,0
2.62,861.47,149.21,859.37,855.66,100.00,0
3.48,879.60,151.00,880.40,859.71,100.00,0
4.36,860.32,154.48,865.70,861.87,100.00,0
5.22,876.94,148.15,874.98,871.77,100.00,0
6.10,888.99,144.01,888.30,875.80,100.00,0
6.99,911.89,120.23,911.78,905.22,100.00,0
7.90,891.07,130.33,888.44,894.81,100.00,0
8.79,894.77,158.29,894.93,893.08,100.00,0
9.69,868.86,122.83,871.52,868.86,100.00,0
10.55,884.14,148.25,881.05,873.97,100.00,0
11.44,887.06,119.65,886.40,878.29,100.00,0
12.33,879.34,148.01,878.59,887.35,100.00,0
13.21,854.72,150.67,854.67,846.16,100.00,0
14.06,860.93,146.57,859.52,863.13,100.00,0
14.92,847.72,153.10,847.61,839.88,100.00,0
15.77,846.88,145.80,846.45,843.13,100.00,0
16.62,849.81,140.17,848.94,845.45,100.00,0
17.47,845.09,152.65,845.51,841.93,100.00,0
18.31,849.56,152.04,848.82,844.45,100.00,0
19.16,855.93,144.62,855.57,854.08,100.00,0
20.02,853.90,147.41,852.79,842.40,100.00,0
20.87,846.71,145.85,846.85,845.26,100.00,0
21.72,851.98,144.40,851.82,847.54,100.00,0
22.57,849.64,145.36,848.46,845.46,100.00,0
23.42,851.00,150.90,850.82,845.96,100.00,0
24.27,857.11,150.42,855.95,856.19,100.00,0
25.13,849.30,142.82,849.43,841.31,100.00,0
25.98,848.47,145.85,848.00,844.01,100.00,0
26.82,852.37,145.88,852.12,849.40,100.00,0
27.68,848.39,145.66,846.82,843.10,100.00,0
28.52,854.35,148.16,855.16,848.85,100.00,0
29.38,862.19,143.85,860.52,861.18,100.00,0
30.24,851.03,144.33,851.25,843.61,100.00,0
31.09,863.04,146.81,862.89,852.39,100.00,0
31.96,878.02,147.03,877.34,875.81,100.00,0
32.83,878.66,143.22,877.85,870.35,100.00,0
33.71,859.37,146.07,859.49,861.53,100.00,0
34.57,869.87,145.49,869.98,867.96,100.00,0
35.44,850.70,143.95,848.93,845.14,100.00,0
36.29,878.99,148.50,878.90,869.64,100.00,0
37.17,874.36,148.96,874.24,870.97,100.00,0
38.05,878.30,149.63,877.33,873.61,100.00,0
38.92,876.31,146.37,876.19,870.82,100.00,0
39.80,886.83,152.37,885.77,884.89,100.00,0
40.69,884.23,174.43,883.76,875.06,100.00,0
41.57,875.16,149.87,874.88,872.66,100.00,0
42.45,878.09,149.84,877.67,874.33,100.00,0
43.32,880.53,151.54,880.12,873.93,100.00,0
44.20,873.99,145.74,873.35,869.10,100.00,0
45.08,888.23,149.73,887.89,888.39,100.00,0
45.97,876.64,149.22,876.06,867.72,100.00,0
46.84,882.57,148.63,882.25,877.67,100.00,0
47.73,875.15,147.99,874.55,872.98,100.00,0
48.60,875.65,151.34,875.40,869.73,100.00,0
49.48,884.91,143.27,884.07,879.77,100.00,0
50.36,885.12,149.73,884.74,885.88,100.00,0
51.25,881.59,145.70,880.85,873.43,100.00,0
52.13,875.78,148.19,875.50,871.55,100.00,0
53.00,878.30,147.88,876.69,871.23,100.00,0
53.88,878.21,148.99,878.82,876.95,100.00,0
54.76,876.42,151.66,875.32,869.49,100.00,0
55.64,889.43,150.59,889.27,889.77,100.00,0
56.53,878.72,150.58,877.85,870.32,100.00,0
